asset_tag,serial_number,site,business_service,owner_team,lifecycle_state,vendor,model,category,purchase_date,installed_date,warranty_end
FRA-DC3-SER-3696,SRL-70A6B128,FRA-DC3,Retail POS,Data Center Ops,In Service,Dell,PowerEdge R740,Server,2017-12-11,2018-01-11,2022-12-11
TOR-DC1-SER-3697,SRL-3D12613E,TOR-DC1,Customer Portal,Infra Ops,RMA Pending,Lenovo,ThinkSystem SR650,Server,2021-09-18,2021-10-25,2025-09-18
NYC-HQ-SWI-3698,SRL-C7F3FCE0,NYC-HQ,Online Payments,Security Team,Lab,Cisco,Catalyst 9606R,Switch,2019-02-07,2019-02-25,2024-02-07
NYC-HQ-SER-3699,SRL-947679B4,NYC-HQ,ERP Core,Cloud Ops,RMA Pending,Dell,PowerEdge R740,Server,2019-01-11,2019-01-03,2024-01-11
LON-DC1-SER-3700,SRL-ED348E12,LON-DC1,Customer Portal,Infra Ops,RMA Pending,Dell,PowerEdge R740,Server,2022-10-22,2022-10-04,2026-10-22
SGP-EDGE-FIR-3701,SRL-09BB70A9,SGP-EDGE,Voice Core,Network Team,Retiring,Palo Alto Networks,PA-3220,Firewall,2021-01-19,2021-02-06,2024-01-19
DAL-DC2-SER-3702,SRL-B450CE92,DAL-DC2,Voice Core,Network Team,Lab,Supermicro,SYS-220U-TNR,Server,2022-09-07,2022-09-25,2025-09-07
LON-DC1-FIR-3703,SRL-D5D2CC0A,LON-DC1,ERP Core,Infra Ops,Lab,Palo Alto Networks,PA-5220,Firewall,2019-06-16,2019-06-14,2022-06-16
AMS-HQ-STO-3704,SRL-CEF4E63F,AMS-HQ,IoT Gateway,Data Center Ops,Decommission Planned,Dell,PowerStore 500,Storage,2019-01-15,2019-02-01,2022-01-15
LON-DC1-ROU-3705,SRL-724C4572,LON-DC1,Analytics Platform,Platform Engineering,Lab,Juniper,MX204,Router,2023-08-01,2023-10-28,2026-08-01
LON-DC1-SWI-3706,SRL-13F25F0A,LON-DC1,Retail POS,Network Team,RMA Pending,Juniper,QFX5120-48Y,Switch,2021-12-20,2022-01-08,2024-12-20
SFO-DC2-SWI-3707,SRL-5C667337,SFO-DC2,Email & Collaboration,Infra Ops,In Service,Cisco,Catalyst 9300-48P,Switch,2021-01-08,2021-02-09,2025-01-08
AMS-HQ-STO-3708,SRL-AA659F81,AMS-HQ,IoT Gateway,Security Team,In Service,NetApp,AFF A400,Storage,2015-06-16,2015-08-16,2018-06-16
NYC-HQ-STO-3709,SRL-D60E08BF,NYC-HQ,Online Payments,Network Team,In Service,NetApp,AFF A400,Storage,2021-11-11,2021-12-28,2025-11-11
NYC-HQ-FIR-3710,SRL-72E2ACB0,NYC-HQ,Customer Portal,Infra Ops,Spare,Palo Alto Networks,PA-5220,Firewall,2015-07-10,2015-07-22,2018-07-10
SGP-EDGE-FIR-3711,SRL-3C0051E9,SGP-EDGE,Voice Core,Infra Ops,Retiring,Palo Alto Networks,PA-5220,Firewall,2022-10-10,2022-12-03,2026-10-10
TOR-DC1-SER-3712,SRL-56B6BA89,TOR-DC1,Manufacturing SCADA,Cloud Ops,Lab,Supermicro,SYS-220U-TNR,Server,2019-09-03,2019-11-12,2022-09-03
LON-DC1-SWI-3713,SRL-69D41B84,LON-DC1,Email & Collaboration,Network Team,In Service,Cisco,Nexus 93180YC-FX3,Switch,2022-08-01,2022-08-20,2026-08-01
AMS-HQ-FIR-3714,SRL-401397F2,AMS-HQ,Analytics Platform,Data Center Ops,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2019-10-07,2019-11-12,2022-10-07
AMS-HQ-SWI-3715,SRL-365474E3,AMS-HQ,Manufacturing SCADA,Network Team,In Service,Cisco,Catalyst 9606R,Switch,2022-02-19,2022-04-23,2025-02-19
SYD-DC1-SER-3716,SRL-6DB4734D,SYD-DC1,Security Monitoring,Cloud Ops,In Service,HPE,ProLiant DL380 Gen10,Server,2016-05-10,2016-06-27,2019-05-10
MEL-DR-SWI-3717,SRL-5E012A4B,MEL-DR,IoT Gateway,Cloud Ops,Decommission Planned,Arista,7280R3-48YC6,Switch,2019-04-08,2019-05-17,2024-04-08
FRA-DC3-SWI-3718,SRL-7EFA04C8,FRA-DC3,Security Monitoring,Data Center Ops,Retiring,Arista,7050X3-48C,Switch,2020-06-06,2020-07-15,2025-06-06
NYC-HQ-SWI-3719,SRL-040942A1,NYC-HQ,Voice Core,Data Center Ops,In Service,HPE,Aruba 8400,Switch,2018-06-08,2018-06-18,2021-06-08
SGP-EDGE-STO-3720,SRL-BF59C048,SGP-EDGE,Retail POS,Data Center Ops,Retiring,NetApp,FAS2750,Storage,2017-07-21,2017-09-22,2021-07-21
LON-DC1-STO-3721,SRL-BE8C1C2E,LON-DC1,Email & Collaboration,Data Center Ops,In Service,Dell,PowerStore 500,Storage,2022-11-27,2023-01-07,2025-11-27
NYC-HQ-FIR-3722,SRL-566853FA,NYC-HQ,Voice Core,Security Team,Retiring,Fortinet,FortiGate 200F,Firewall,2021-12-05,2022-01-19,2026-12-05
AMS-HQ-STO-3723,SRL-6456E284,AMS-HQ,Customer Portal,Security Team,RMA Pending,NetApp,AFF A400,Storage,2020-09-13,2020-10-07,2025-09-13
LON-DC1-FIR-3724,SRL-8A19ED87,LON-DC1,Retail POS,Security Team,Decommission Planned,Palo Alto Networks,PA-5220,Firewall,2023-08-22,2023-08-15,2027-08-22
NYC-HQ-SWI-3725,SRL-BF50E898,NYC-HQ,Analytics Platform,Infra Ops,Retiring,HPE,Aruba 8400,Switch,2016-08-20,2016-09-21,2020-08-20
SYD-DC1-FIR-3726,SRL-C4573A70,SYD-DC1,Email & Collaboration,Network Team,Lab,Palo Alto Networks,PA-3220,Firewall,2023-11-04,2024-01-15,2026-11-04
MEL-DR-SER-3727,SRL-C6C95710,MEL-DR,Voice Core,Cloud Ops,Spare,Dell,PowerEdge R740,Server,2016-07-05,2016-08-28,2019-07-05
DAL-DC2-SWI-3728,SRL-EF815BC5,DAL-DC2,Retail POS,Cloud Ops,Retiring,HPE,Aruba 8400,Switch,2020-05-13,2020-06-03,2024-05-13
LON-DC1-STO-3729,SRL-AAA3E7F5,LON-DC1,Retail POS,Cloud Ops,RMA Pending,Dell,PowerStore 500,Storage,2022-01-04,2022-02-21,2027-01-04
MEL-DR-SWI-3730,SRL-EAABBA95,MEL-DR,IoT Gateway,Platform Engineering,In Service,Juniper,QFX5120-48Y,Switch,2018-05-22,2018-05-20,2022-05-22
NYC-HQ-STO-3731,SRL-AF96B2E1,NYC-HQ,Manufacturing SCADA,Platform Engineering,Decommission Planned,NetApp,FAS2750,Storage,2017-06-11,2017-06-09,2022-06-11
SYD-DC1-SER-3732,SRL-1B15A7EF,SYD-DC1,IoT Gateway,Network Team,Retiring,HPE,ProLiant DL380 Gen10,Server,2021-01-01,2021-01-17,2026-01-01
NYC-HQ-SWI-3733,SRL-06465448,NYC-HQ,ERP Core,Data Center Ops,RMA Pending,Cisco,Nexus 93180YC-FX3,Switch,2016-06-14,2016-06-05,2020-06-14
NYC-HQ-STO-3734,SRL-ED212267,NYC-HQ,Retail POS,Platform Engineering,Spare,NetApp,AFF A400,Storage,2019-05-25,2019-07-26,2024-05-25
FRA-DC3-SWI-3735,SRL-8CCEB913,FRA-DC3,ERP Core,Security Team,In Service,Juniper,QFX5120-48Y,Switch,2015-01-22,2015-03-15,2020-01-22
SFO-DC2-FIR-3736,SRL-222B04E1,SFO-DC2,Analytics Platform,Cloud Ops,Lab,Palo Alto Networks,PA-5220,Firewall,2015-11-22,2016-01-15,2019-11-22
AMS-HQ-SWI-3737,SRL-7911DBE5,AMS-HQ,Customer Portal,Security Team,RMA Pending,HPE,Aruba 8400,Switch,2016-01-09,2016-02-22,2021-01-09
NYC-HQ-SWI-3738,SRL-88CFE02A,NYC-HQ,Voice Core,Data Center Ops,Decommission Planned,Juniper,QFX5120-48Y,Switch,2021-06-11,2021-08-14,2024-06-11
TOR-DC1-SER-3739,SRL-90CC273F,TOR-DC1,Customer Portal,Security Team,In Service,Supermicro,SYS-220U-TNR,Server,2023-03-05,2023-03-17,2027-03-05
LON-DC1-FIR-3740,SRL-1778C468,LON-DC1,ERP Core,Cloud Ops,RMA Pending,Palo Alto Networks,PA-5220,Firewall,2019-02-16,2019-03-17,2022-02-16
LON-DC1-SWI-3741,SRL-9DF2CE2C,LON-DC1,Online Payments,Security Team,Spare,Arista,7050X3-48C,Switch,2019-02-23,2019-05-23,2023-02-23
TOR-DC1-SWI-3742,SRL-FB5946E9,TOR-DC1,Analytics Platform,Platform Engineering,Retiring,HPE,Aruba 8400,Switch,2020-11-20,2021-01-17,2023-11-20
DAL-DC2-SWI-3743,SRL-62965A78,DAL-DC2,Voice Core,Platform Engineering,Lab,Cisco,Catalyst 9300-48P,Switch,2018-03-08,2018-05-03,2023-03-08
NYC-HQ-SER-3744,SRL-3F79548A,NYC-HQ,Retail POS,Data Center Ops,Spare,HPE,ProLiant DL380 Gen10,Server,2020-03-26,2020-05-16,2023-03-26
DAL-DC2-FIR-3745,SRL-25F06688,DAL-DC2,Voice Core,Network Team,Spare,Palo Alto Networks,PA-5220,Firewall,2018-08-19,2018-09-04,2023-08-19
TOR-DC1-SER-3746,SRL-218C141A,TOR-DC1,Retail POS,Infra Ops,Spare,HPE,ProLiant DL380 Gen10,Server,2020-03-20,2020-05-23,2024-03-20
SGP-EDGE-ROU-3747,SRL-8232E7E9,SGP-EDGE,Security Monitoring,Data Center Ops,Retiring,Juniper,MX204,Router,2018-12-21,2019-02-25,2023-12-21
FRA-DC3-SER-3748,SRL-4C50D863,FRA-DC3,Email & Collaboration,Cloud Ops,In Service,Dell,PowerEdge R740,Server,2016-05-26,2016-06-06,2019-05-26
SYD-DC1-STO-3749,SRL-5A15AB98,SYD-DC1,Email & Collaboration,Infra Ops,In Service,Dell,PowerStore 500,Storage,2023-01-11,2023-03-04,2027-01-11
AMS-HQ-FIR-3750,SRL-41B8EE6E,AMS-HQ,ERP Core,Infra Ops,Lab,Palo Alto Networks,PA-3220,Firewall,2015-11-13,2015-12-14,2019-11-13
FRA-DC3-SER-3751,SRL-86A56613,FRA-DC3,Voice Core,Cloud Ops,In Service,HPE,ProLiant DL380 Gen10,Server,2020-10-04,2020-10-05,2023-10-04
SGP-EDGE-SER-3752,SRL-015AC87D,SGP-EDGE,Email & Collaboration,Security Team,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2016-07-06,2016-09-06,2020-07-06
SYD-DC1-FIR-3753,SRL-87548B16,SYD-DC1,Analytics Platform,Security Team,Spare,Fortinet,FortiGate 100E,Firewall,2023-05-03,2023-07-21,2026-05-03
SFO-DC2-STO-3754,SRL-824621DB,SFO-DC2,Retail POS,Infra Ops,Lab,Dell,PowerStore 500,Storage,2022-08-25,2022-09-06,2027-08-25
AMS-HQ-FIR-3755,SRL-A131CC4C,AMS-HQ,Retail POS,Security Team,Retiring,Palo Alto Networks,PA-3220,Firewall,2022-10-11,2022-11-07,2025-10-11
TOR-DC1-SWI-3756,SRL-43805733,TOR-DC1,Customer Portal,Infra Ops,RMA Pending,Arista,7280R3-48YC6,Switch,2019-11-03,2019-11-22,2022-11-03
AMS-HQ-SWI-3757,SRL-DCDEE7A0,AMS-HQ,Analytics Platform,Platform Engineering,Decommission Planned,Cisco,Catalyst 9300-48P,Switch,2018-12-17,2019-02-21,2021-12-17
MEL-DR-SWI-3758,SRL-9D9A74CB,MEL-DR,Email & Collaboration,Data Center Ops,Decommission Planned,Arista,7050X3-48C,Switch,2016-02-06,2016-03-04,2021-02-06
SGP-EDGE-SWI-3759,SRL-DD808454,SGP-EDGE,Customer Portal,Security Team,Spare,Cisco,Catalyst 9300-48P,Switch,2015-09-02,2015-10-28,2019-09-02
LON-DC1-SER-3760,SRL-6E941307,LON-DC1,Online Payments,Data Center Ops,Retiring,Dell,PowerEdge R650,Server,2017-11-09,2018-01-02,2020-11-09
FRA-DC3-SER-3761,SRL-1A8F0254,FRA-DC3,Voice Core,Security Team,Spare,Dell,PowerEdge R740,Server,2015-08-22,2015-10-10,2020-08-22
LON-DC1-SWI-3762,SRL-69802C42,LON-DC1,ERP Core,Security Team,RMA Pending,Arista,7280R3-48YC6,Switch,2018-12-14,2019-01-11,2022-12-14
FRA-DC3-SWI-3763,SRL-23A526E8,FRA-DC3,IoT Gateway,Security Team,Spare,Cisco,Catalyst 9300-48P,Switch,2022-03-01,2022-03-19,2027-03-01
AMS-HQ-SER-3764,SRL-304CFE9B,AMS-HQ,Online Payments,Cloud Ops,Lab,Dell,PowerEdge R650,Server,2023-08-09,2023-08-27,2027-08-09
SFO-DC2-SWI-3765,SRL-758E085E,SFO-DC2,Voice Core,Cloud Ops,RMA Pending,Arista,7050X3-48C,Switch,2018-11-13,2018-12-06,2021-11-13
SFO-DC2-FIR-3766,SRL-AAA68E13,SFO-DC2,Retail POS,Data Center Ops,RMA Pending,Fortinet,FortiGate 100E,Firewall,2020-06-03,2020-06-15,2023-06-03
MEL-DR-SER-3767,SRL-E16FA38A,MEL-DR,ERP Core,Network Team,Retiring,Dell,PowerEdge R740,Server,2019-12-18,2020-01-02,2024-12-18
SFO-DC2-SWI-3768,SRL-C46FE5D7,SFO-DC2,Customer Portal,Platform Engineering,Spare,HPE,Aruba 8400,Switch,2015-01-07,2015-03-10,2018-01-07
AMS-HQ-FIR-3769,SRL-91311135,AMS-HQ,Customer Portal,Security Team,Spare,Fortinet,FortiGate 100E,Firewall,2015-03-24,2015-05-13,2018-03-24
SYD-DC1-SER-3770,SRL-8020A9B9,SYD-DC1,Analytics Platform,Data Center Ops,Lab,Dell,PowerEdge R650,Server,2019-04-15,2019-05-09,2022-04-15
TOR-DC1-SER-3771,SRL-78C0D624,TOR-DC1,ERP Core,Platform Engineering,Retiring,Dell,PowerEdge R650,Server,2023-01-28,2023-03-27,2026-01-28
DAL-DC2-SWI-3772,SRL-688137BE,DAL-DC2,Email & Collaboration,Security Team,In Service,Arista,7050X3-48C,Switch,2021-10-13,2021-12-06,2025-10-13
SGP-EDGE-SWI-3773,SRL-45C39AF5,SGP-EDGE,Online Payments,Security Team,Spare,Cisco,Catalyst 9300-48P,Switch,2019-06-09,2019-07-21,2022-06-09
SYD-DC1-FIR-3774,SRL-DB5D5580,SYD-DC1,Email & Collaboration,Network Team,Decommission Planned,Palo Alto Networks,PA-5220,Firewall,2019-10-15,2019-10-25,2022-10-15
FRA-DC3-FIR-3775,SRL-6ADAC73E,FRA-DC3,Security Monitoring,Infra Ops,RMA Pending,Fortinet,FortiGate 100E,Firewall,2023-01-04,2023-02-26,2028-01-04
NYC-HQ-SER-3776,SRL-DAF7606E,NYC-HQ,Voice Core,Platform Engineering,Lab,Dell,PowerEdge R650,Server,2021-12-06,2022-02-22,2024-12-06
TOR-DC1-SER-3777,SRL-3C451743,TOR-DC1,Customer Portal,Infra Ops,In Service,Dell,PowerEdge R740,Server,2020-01-11,2020-01-23,2025-01-11
TOR-DC1-SWI-3778,SRL-9B86E2C7,TOR-DC1,Email & Collaboration,Cloud Ops,Retiring,Arista,7050X3-48C,Switch,2016-12-24,2017-01-28,2019-12-24
MEL-DR-FIR-3779,SRL-A2822D6A,MEL-DR,Customer Portal,Data Center Ops,Lab,Palo Alto Networks,PA-3220,Firewall,2017-12-08,2018-01-08,2020-12-08
FRA-DC3-STO-3780,SRL-9299E328,FRA-DC3,Online Payments,Infra Ops,Retiring,NetApp,AFF A400,Storage,2018-08-21,2018-10-27,2023-08-21
SGP-EDGE-SWI-3781,SRL-E157075D,SGP-EDGE,Analytics Platform,Infra Ops,Lab,Cisco,Nexus 93180YC-FX3,Switch,2019-08-13,2019-09-15,2023-08-13
LON-DC1-SER-3782,SRL-7415FA14,LON-DC1,Retail POS,Infra Ops,In Service,Dell,PowerEdge R740,Server,2016-02-11,2016-03-11,2020-02-11
MEL-DR-SER-3783,SRL-9E8D87A1,MEL-DR,Manufacturing SCADA,Data Center Ops,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2022-08-23,2022-10-14,2027-08-23
FRA-DC3-SWI-3784,SRL-FA510C03,FRA-DC3,Customer Portal,Platform Engineering,In Service,Juniper,QFX5120-48Y,Switch,2016-08-09,2016-10-27,2021-08-09
SYD-DC1-FIR-3785,SRL-93067BA5,SYD-DC1,Analytics Platform,Network Team,Lab,Palo Alto Networks,PA-3220,Firewall,2023-09-01,2023-11-26,2027-09-01
NYC-HQ-FIR-3786,SRL-96C7B82E,NYC-HQ,Manufacturing SCADA,Platform Engineering,In Service,Fortinet,FortiGate 200F,Firewall,2017-03-20,2017-04-28,2021-03-20
MEL-DR-FIR-3787,SRL-27875D23,MEL-DR,Security Monitoring,Data Center Ops,RMA Pending,Palo Alto Networks,PA-3220,Firewall,2017-01-11,2017-02-08,2022-01-11
DAL-DC2-SER-3788,SRL-C9009664,DAL-DC2,Voice Core,Infra Ops,Decommission Planned,Lenovo,ThinkSystem SR650,Server,2016-02-22,2016-03-26,2020-02-22
TOR-DC1-FIR-3789,SRL-DC76850D,TOR-DC1,Manufacturing SCADA,Security Team,In Service,Fortinet,FortiGate 200F,Firewall,2020-08-14,2020-08-14,2024-08-14
SGP-EDGE-SWI-3790,SRL-7F9F520E,SGP-EDGE,IoT Gateway,Data Center Ops,In Service,Cisco,Catalyst 9606R,Switch,2021-01-18,2021-03-12,2025-01-18
FRA-DC3-SER-3791,SRL-A2DD8E88,FRA-DC3,Retail POS,Platform Engineering,In Service,Dell,PowerEdge R740,Server,2020-11-06,2020-12-09,2023-11-06
LON-DC1-SER-3792,SRL-4DF4DD83,LON-DC1,Analytics Platform,Platform Engineering,RMA Pending,Supermicro,SYS-220U-TNR,Server,2021-01-01,2021-03-16,2024-01-01
SGP-EDGE-SWI-3793,SRL-7EE799C8,SGP-EDGE,Voice Core,Platform Engineering,RMA Pending,Cisco,Catalyst 9606R,Switch,2017-11-17,2018-01-12,2022-11-17
TOR-DC1-SWI-3794,SRL-E53DD9BE,TOR-DC1,Retail POS,Data Center Ops,Spare,Cisco,Catalyst 9300-48P,Switch,2022-05-13,2022-05-08,2027-05-13
NYC-HQ-STO-3795,SRL-51770907,NYC-HQ,Analytics Platform,Data Center Ops,Retiring,Dell,PowerStore 500,Storage,2022-10-28,2022-12-26,2025-10-28
AMS-HQ-FIR-3796,SRL-3F102B3E,AMS-HQ,ERP Core,Data Center Ops,Lab,Palo Alto Networks,PA-5220,Firewall,2015-04-07,2015-06-23,2020-04-07
AMS-HQ-FIR-3797,SRL-7BA6C8B2,AMS-HQ,Manufacturing SCADA,Cloud Ops,RMA Pending,Palo Alto Networks,PA-3220,Firewall,2017-09-12,2017-11-05,2022-09-12
FRA-DC3-SER-3798,SRL-D4740BA4,FRA-DC3,Email & Collaboration,Cloud Ops,RMA Pending,Dell,PowerEdge R740,Server,2023-05-25,2023-06-07,2028-05-25
AMS-HQ-SWI-3799,SRL-49B114EB,AMS-HQ,Email & Collaboration,Data Center Ops,Spare,Cisco,Nexus 93180YC-FX3,Switch,2015-11-01,2016-01-11,2018-11-01
AMS-HQ-STO-3800,SRL-BB0F085A,AMS-HQ,Retail POS,Infra Ops,Retiring,NetApp,FAS2750,Storage,2019-05-11,2019-07-20,2024-05-11
SGP-EDGE-SWI-3801,SRL-E73A3E04,SGP-EDGE,Security Monitoring,Infra Ops,In Service,Cisco,Nexus 93180YC-FX3,Switch,2022-07-19,2022-08-20,2027-07-19
DAL-DC2-FIR-3802,SRL-FAF3641D,DAL-DC2,Customer Portal,Platform Engineering,RMA Pending,Fortinet,FortiGate 100E,Firewall,2019-11-08,2019-12-26,2023-11-08
MEL-DR-FIR-3803,SRL-65BFCA47,MEL-DR,Retail POS,Network Team,RMA Pending,Palo Alto Networks,PA-5220,Firewall,2015-12-09,2016-01-20,2019-12-09
TOR-DC1-SER-3804,SRL-62A7F5F4,TOR-DC1,Manufacturing SCADA,Security Team,Retiring,Supermicro,SYS-220U-TNR,Server,2020-11-21,2021-01-15,2025-11-21
SYD-DC1-STO-3805,SRL-2ADF12A1,SYD-DC1,Voice Core,Cloud Ops,RMA Pending,NetApp,FAS2750,Storage,2021-06-17,2021-07-09,2025-06-17
FRA-DC3-FIR-3806,SRL-0191814B,FRA-DC3,Analytics Platform,Data Center Ops,Decommission Planned,Fortinet,FortiGate 100E,Firewall,2021-11-26,2022-01-18,2024-11-26
DAL-DC2-SWI-3807,SRL-5ED3B047,DAL-DC2,Voice Core,Cloud Ops,Lab,HPE,Aruba 8400,Switch,2019-11-02,2020-01-14,2024-11-02
LON-DC1-SER-3808,SRL-CD350745,LON-DC1,Online Payments,Platform Engineering,RMA Pending,Dell,PowerEdge R740,Server,2022-08-13,2022-08-07,2027-08-13
LON-DC1-SWI-3809,SRL-B7680219,LON-DC1,IoT Gateway,Data Center Ops,In Service,Cisco,Catalyst 9300-48P,Switch,2022-09-18,2022-10-25,2026-09-18
TOR-DC1-SWI-3810,SRL-ED3356AD,TOR-DC1,Customer Portal,Security Team,Spare,HPE,Aruba 8400,Switch,2023-06-10,2023-06-21,2026-06-10
LON-DC1-STO-3811,SRL-25A920F6,LON-DC1,Email & Collaboration,Cloud Ops,Retiring,Dell,PowerStore 500,Storage,2020-03-18,2020-04-12,2025-03-18
SYD-DC1-SER-3812,SRL-B5A0E54A,SYD-DC1,Customer Portal,Security Team,In Service,Dell,PowerEdge R650,Server,2021-06-07,2021-07-07,2025-06-07
LON-DC1-FIR-3813,SRL-A9AE1E17,LON-DC1,IoT Gateway,Data Center Ops,RMA Pending,Fortinet,FortiGate 100E,Firewall,2016-05-20,2016-07-27,2019-05-20
SGP-EDGE-SWI-3814,SRL-F16D4DB3,SGP-EDGE,Retail POS,Data Center Ops,In Service,HPE,Aruba 8400,Switch,2017-03-08,2017-04-22,2021-03-08
AMS-HQ-STO-3815,SRL-3C6F74C9,AMS-HQ,ERP Core,Infra Ops,Decommission Planned,Dell,PowerStore 500,Storage,2020-01-19,2020-02-02,2025-01-19
MEL-DR-SWI-3816,SRL-E11924A9,MEL-DR,IoT Gateway,Infra Ops,Lab,Arista,7280R3-48YC6,Switch,2015-03-02,2015-03-17,2019-03-02
NYC-HQ-SWI-3817,SRL-712D679E,NYC-HQ,Voice Core,Infra Ops,In Service,HPE,Aruba 8400,Switch,2021-05-09,2021-06-07,2026-05-09
SGP-EDGE-SER-3818,SRL-55CB1136,SGP-EDGE,Voice Core,Platform Engineering,In Service,HPE,ProLiant DL380 Gen10,Server,2016-09-19,2016-10-02,2021-09-19
TOR-DC1-SER-3819,SRL-AD55D6E8,TOR-DC1,ERP Core,Data Center Ops,Spare,Lenovo,ThinkSystem SR650,Server,2015-07-11,2015-07-24,2019-07-11
DAL-DC2-SER-3820,SRL-456FF720,DAL-DC2,ERP Core,Security Team,Spare,Dell,PowerEdge R650,Server,2023-11-08,2024-02-08,2026-11-08
MEL-DR-SWI-3821,SRL-872918D0,MEL-DR,Email & Collaboration,Infra Ops,Lab,Arista,7050X3-48C,Switch,2023-12-12,2024-01-23,2028-12-12
SYD-DC1-FIR-3822,SRL-79117C09,SYD-DC1,Security Monitoring,Infra Ops,Lab,Fortinet,FortiGate 100E,Firewall,2020-10-11,2020-10-27,2023-10-11
DAL-DC2-SWI-3823,SRL-AA57DB2B,DAL-DC2,Analytics Platform,Data Center Ops,Lab,Arista,7050X3-48C,Switch,2015-08-16,2015-10-28,2020-08-16
TOR-DC1-SER-3824,SRL-BEF92E42,TOR-DC1,Security Monitoring,Security Team,Spare,Dell,PowerEdge R650,Server,2022-07-28,2022-08-04,2027-07-28
TOR-DC1-SWI-3825,SRL-63CC8174,TOR-DC1,Online Payments,Infra Ops,RMA Pending,Arista,7050X3-48C,Switch,2015-01-17,2015-02-19,2020-01-17
LON-DC1-SER-3826,SRL-C1CC8985,LON-DC1,Email & Collaboration,Cloud Ops,Decommission Planned,Dell,PowerEdge R650,Server,2021-10-01,2021-11-04,2026-10-01
SFO-DC2-SWI-3827,SRL-2D7A0F1D,SFO-DC2,Customer Portal,Network Team,Retiring,Arista,7280R3-48YC6,Switch,2020-06-22,2020-06-06,2024-06-22
NYC-HQ-SWI-3828,SRL-110E909A,NYC-HQ,Voice Core,Cloud Ops,In Service,Arista,7050X3-48C,Switch,2022-01-24,2022-01-14,2026-01-24
NYC-HQ-SWI-3829,SRL-DF8C3296,NYC-HQ,Customer Portal,Network Team,In Service,HPE,Aruba 8400,Switch,2018-05-10,2018-07-10,2021-05-10
AMS-HQ-SER-3830,SRL-C14B41D0,AMS-HQ,Email & Collaboration,Cloud Ops,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2016-07-06,2016-07-25,2021-07-06
LON-DC1-STO-3831,SRL-DBD8267B,LON-DC1,Analytics Platform,Data Center Ops,Spare,NetApp,FAS2750,Storage,2016-12-20,2017-01-20,2021-12-20
DAL-DC2-SWI-3832,SRL-EEAAA171,DAL-DC2,Retail POS,Security Team,In Service,Cisco,Catalyst 9300-48P,Switch,2020-04-01,2020-06-12,2023-04-01
SFO-DC2-SWI-3833,SRL-2B029E30,SFO-DC2,Customer Portal,Platform Engineering,In Service,Cisco,Nexus 93180YC-FX3,Switch,2023-03-05,2023-05-20,2026-03-05
AMS-HQ-SER-3834,SRL-B0FF232C,AMS-HQ,Voice Core,Data Center Ops,Lab,HPE,ProLiant DL380 Gen10,Server,2022-01-11,2022-02-27,2027-01-11
FRA-DC3-STO-3835,SRL-0E95BCCE,FRA-DC3,IoT Gateway,Platform Engineering,RMA Pending,NetApp,AFF A400,Storage,2023-08-26,2023-09-27,2028-08-26
SFO-DC2-SER-3836,SRL-96D4D328,SFO-DC2,Online Payments,Platform Engineering,Spare,Dell,PowerEdge R650,Server,2017-12-22,2018-02-10,2022-12-22
SYD-DC1-STO-3837,SRL-67F7D4D4,SYD-DC1,ERP Core,Security Team,Decommission Planned,NetApp,FAS2750,Storage,2023-01-10,2023-02-23,2027-01-10
DAL-DC2-FIR-3838,SRL-6F599202,DAL-DC2,IoT Gateway,Cloud Ops,Retiring,Fortinet,FortiGate 100E,Firewall,2017-12-09,2018-02-21,2021-12-09
SYD-DC1-SWI-3839,SRL-25E41EA3,SYD-DC1,Retail POS,Platform Engineering,RMA Pending,Cisco,Catalyst 9300-48P,Switch,2021-05-15,2021-05-16,2026-05-15
SGP-EDGE-SWI-3840,SRL-07267307,SGP-EDGE,IoT Gateway,Security Team,Lab,Arista,7280R3-48YC6,Switch,2018-08-18,2018-10-27,2023-08-18
SGP-EDGE-STO-3841,SRL-C8833BBC,SGP-EDGE,Voice Core,Platform Engineering,Retiring,NetApp,AFF A400,Storage,2019-01-15,2019-01-25,2024-01-15
TOR-DC1-SER-3842,SRL-F2651A43,TOR-DC1,Security Monitoring,Platform Engineering,Lab,Lenovo,ThinkSystem SR650,Server,2022-08-25,2022-08-13,2026-08-25
NYC-HQ-SER-3843,SRL-D339EEBC,NYC-HQ,Customer Portal,Cloud Ops,Retiring,Supermicro,SYS-220U-TNR,Server,2022-03-18,2022-04-09,2025-03-18
DAL-DC2-SER-3844,SRL-D819A3A8,DAL-DC2,Manufacturing SCADA,Network Team,Retiring,Dell,PowerEdge R650,Server,2023-03-13,2023-03-04,2028-03-13
DAL-DC2-SWI-3845,SRL-D33B74AC,DAL-DC2,Security Monitoring,Network Team,Decommission Planned,Cisco,Catalyst 9300-48P,Switch,2015-06-07,2015-08-20,2018-06-07
FRA-DC3-FIR-3846,SRL-2585DF31,FRA-DC3,Email & Collaboration,Network Team,Lab,Palo Alto Networks,PA-5220,Firewall,2021-09-17,2021-09-28,2024-09-17
NYC-HQ-SER-3847,SRL-70363F71,NYC-HQ,Email & Collaboration,Platform Engineering,Lab,Lenovo,ThinkSystem SR650,Server,2020-11-03,2020-11-03,2024-11-03
